Longitude,Latitude,Cruise,Date,Depth,WS_O2,PO4,SI,WS_NO3,Mean_NH4,Std_NH4,Mean_NO2,Std_NO2,WS_H2S,Std_H2S,Cells.ml,Mean_N2,Std_n2,Mean_O2,Std_o2,Mean_co2,Std_co2,Mean_N2O,Std_N2O,Mean_CH4,Std_CH4,Temperature,Salinity,Density
-123.505,48.59166667,51,2010-11-10,0.11,3.398,NA,NA,NA,0,0,0.8091,0.0045,0,0,62348.97,NA,NA,NA,NA,NA,NA,20.099,0,6.987,0,9.374,31.202,24.089
-123.505,48.59166667,51,2010-11-10,0.12,3.439,NA,NA,NA,1.8189,0.3151,0.8059,0.0179,0,0,38791.067,NA,NA,NA,NA,NA,NA,10.105,0,24.766,0,9.368,31.225,24.109
-123.505,48.59166667,51,2010-11-10,0.135,2.702,NA,NA,NA,2.6487,0.2817,0.1076,0.003,0,0,23424.901,NA,NA,NA,NA,NA,NA,1.572,0,141.506,0,9.356,31.246,24.128
-123.505,48.59166667,51,2010-11-10,0.15,2.707,NA,NA,NA,5.274,0.0834,0.1519,0.003,0,0,21446.863,NA,NA,NA,NA,NA,NA,2.088,0,206.332,0,9.351,31.264,24.142
-123.505,48.59166667,51,2010-11-10,0.165,2.573,NA,NA,NA,5.2794,0.0551,0.1224,0.012,0,0,18474.652,NA,NA,NA,NA,NA,NA,1.236,0,278.57,0,9.361,31.282,24.156
-123.505,48.59166667,51,2010-11-10,0.185,2.451,NA,NA,NA,3.5864,0.2662,0.0918,0.0015,0,0,21035.739,NA,NA,NA,NA,NA,NA,1.431,0,214.483,0,9.364,31.293,24.164
-123.505,48.59166667,51,2010-11-10,0.2,2.353,NA,NA,NA,4.8272,0.1628,0.0875,0.0045,0,0,30600.177,NA,NA,NA,NA,NA,NA,1.262,0,122.653,0,9.366,31.303,24.172
-123.505,48.59166667,52,2010-12-08,0.01,133.552,2.529,49.093,27.376,0,0,0.0985,0.0021,0,0,462764.829,NA,NA,NA,NA,NA,NA,1.006,0,216.139,0,10.067,29.88,22.947
-123.505,48.59166667,52,2010-12-08,0.02,122.291,2.416,50.7,27.487,0,0,0.0818,0,0,0,376885.962,NA,NA,NA,NA,NA,NA,14.845,0.123,56.506,9.187,10.162,30.068,23.078
-123.505,48.59166667,52,2010-12-08,0.04,164.071,2.524,49.492,27.749,0,0,0.05,0.0021,0,0,348997.531,NA,NA,NA,NA,NA,NA,10.432,6.643,46.674,2.389,9.3,30.241,23.35
-123.505,48.59166667,52,2010-12-08,0.06,139.741,2.618,51.428,28.032,0,0,0.0924,0.0021,0,0,467713.973,NA,NA,NA,NA,NA,NA,14.807,0.108,47.657,0.382,9.252,30.462,23.53
-123.505,48.59166667,52,2010-12-08,0.075,120.926,2.607,51.744,27.903,0,0,0.1834,0.0064,0,0,1091607.045,NA,NA,NA,NA,NA,NA,15.137,0.074,43.064,0.75,9.159,30.591,23.645
-123.505,48.59166667,52,2010-12-08,0.085,87.313,2.976,56.817,27.361,0,0,0.0894,0.0021,0,0,649130.568,NA,NA,NA,NA,NA,NA,15.104,0.127,40.58,0.829,9.304,30.702,23.71
-123.505,48.59166667,52,2010-12-08,0.09,49.675,3.041,59.15,27.604,0,0,0.4894,0.0192,0,0,563292.653,NA,NA,NA,NA,NA,NA,16.944,0.083,29.581,0.566,9.437,30.859,23.812
-123.505,48.59166667,52,2010-12-08,0.097,16.126,3.762,64.807,23.77,0,0,0.1258,0.015,0,0,1240239.489,NA,NA,NA,NA,NA,NA,15.226,0.019,28.765,2.447,9.47,31.005,23.92
-123.505,48.59166667,52,2010-12-08,0.1,9.23,4.186,67.526,21.381,0,0,0.1015,0.0021,0,0,580965.714,NA,NA,NA,NA,NA,NA,16.091,0.019,13.803,0.581,9.469,31.051,23.957
-123.505,48.59166667,52,2010-12-08,0.11,3.2,4.552,70.708,19.894,0,0,0.0637,0.0043,0,0,471392.938,NA,NA,NA,NA,NA,NA,16.243,0.098,13.797,0.509,9.435,31.131,24.025
-123.505,48.59166667,52,2010-12-08,0.12,2.556,4.575,60.55,16.228,0,0,0.1924,0.0021,0,0,418439.099,NA,NA,NA,NA,NA,NA,15.557,0.084,6.779,0.112,9.405,31.18,24.068
-123.505,48.59166667,52,2010-12-08,0.135,2.448,4.769,58.757,8.271,0,0,0.0576,0,0,0,380819.137,NA,NA,NA,NA,NA,NA,7.734,0.168,14.073,0,9.36,31.235,24.118
-123.505,48.59166667,52,2010-12-08,0.15,2.441,4.962,65.14,2.345,1.1871,0.1372,0.0894,0.0021,0,0,457187.394,NA,NA,NA,NA,NA,NA,1.906,0.085,113.03,1.747,9.339,31.253,24.135
-123.505,48.59166667,52,2010-12-08,0.165,2.446,5.096,61.938,0,2.1342,0.0128,0.0803,0.0021,0,0,362984.191,NA,NA,NA,NA,NA,NA,1.8,0.202,201.009,3.954,9.332,31.264,24.146
-123.505,48.59166667,52,2010-12-08,0.185,2.452,5.156,62.541,2.118,1.948,0.0028,0.1182,0.0042,0,0,1352072.994,NA,NA,NA,NA,NA,NA,1.987,0.02,299.22,0.253,9.349,31.283,24.158
-123.505,48.59166667,52,2010-12-08,0.2,2.456,5.199,61.449,4.996,0.583,0.0822,0.1091,0.0171,0,0,377998.043,NA,NA,NA,NA,NA,NA,1.858,0.082,276.734,1.213,9.357,31.294,24.166
-123.505,48.59166667,53,2011-01-12,0.01,206.478,2.451,53.282,27.938,0,0,0.1363,0.0217,0,0,46570.93,NA,NA,NA,NA,NA,NA,1.842,0.112,218.737,3.306,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.02,207.671,2.428,55.183,28.249,0,0,0.144,0.0139,0,0,41288.618,NA,NA,NA,NA,NA,NA,11.009,0.143,22.996,3.094,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.04,201.754,2.471,54.806,27.99,0,0,0.1231,0.0156,0,0,49338.642,NA,NA,NA,NA,NA,NA,12.32,1.673,33.545,19.517,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.06,154.153,2.42,51.803,28.181,0,0,0.1352,0.0016,0,0,81090.273,NA,NA,NA,NA,NA,NA,25.497,2.37,30.908,10.857,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.075,152.454,2.544,49.3,26.036,0,0,0.1583,0.0217,0,0,65003.997,NA,NA,NA,NA,NA,NA,12.605,0.041,18.256,0.764,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.085,112.608,2.694,55.262,27.979,0,0,0.1319,0.0156,0,0,65023.355,NA,NA,NA,NA,NA,NA,13.446,0.261,13.888,1.204,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.09,82.174,3.053,61.485,26.759,0,0,0.0835,0.0187,0,0,76950.898,NA,NA,NA,NA,NA,NA,9.595,12.222,11.674,2.028,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.097,34.997,3.558,69.188,24.954,0,0,0.0231,0.0233,0,0,188468.542,NA,NA,NA,NA,NA,NA,16.859,3.31,11.79,0.624,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.1,24.737,3.398,64.278,25.857,0,0,0.155,0.0139,0,0,67481.342,NA,NA,NA,NA,NA,NA,16.329,0.085,18.346,0.028,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.11,4.073,3.195,51.812,14.48,0,0,0.3572,0.0482,0,0,80286.907,NA,NA,NA,NA,NA,NA,23.412,7.71,14.079,0.66,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.12,3.027,4.776,70.521,13.017,0,0,0.7429,0.0062,0,0,31500.489,NA,NA,NA,NA,NA,NA,15.923,0.059,9.527,0.355,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.135,2.861,4.686,66.251,8.99,0,0,0.744,0.0078,0,0,41948.358,NA,NA,NA,NA,NA,NA,5.851,0.367,51.052,0.704,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.15,2.685,5.075,63.54,1.998,0,0,0.5495,0,0,0,41864.691,NA,NA,NA,NA,NA,NA,16.786,15.668,141.576,0.097,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.165,2.618,5.16,68.291,0,1.0481,0.0108,0.5033,0.0093,0,0,36484.937,NA,NA,NA,NA,NA,NA,8.575,6.993,394.768,8.959,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.185,2.604,5.346,68.629,0,0,0,0.467,0.0171,0,0,41486.59,NA,NA,NA,NA,NA,NA,1.777,0.048,380.353,13.881,NA,NA,NA
-123.505,48.59166667,53,2011-01-12,0.2,2.585,5.342,66.965,0,0.1201,0.0514,0.4989,0.0218,0,0,48448.856,NA,NA,NA,NA,NA,NA,3.829,3.056,529.621,0.385,NA,NA,NA
-123.505,48.59166667,54,2011-02-08,0.01,227.534,2.254,52.514,26.074,1.1272,0.6644,0.1168,0.0169,0,0,108359.14,NA,NA,NA,NA,NA,NA,3.266,0.441,426.567,0.094,7.938,29.077,22.635
-123.505,48.59166667,54,2011-02-08,0.02,206.629,2.401,55.556,27.506,0,0,0.0267,0.0065,0,0,71208.795,NA,NA,NA,NA,NA,NA,11.147,0.946,49.192,24.155,7.97,29.425,22.903
-123.505,48.59166667,54,2011-02-08,0.04,169.115,2.521,55.573,28.154,0,0,0.0055,0.0052,0,0,40271.95,NA,NA,NA,NA,NA,NA,12.703,0.592,36.032,7.249,8.883,29.888,23.136
-123.505,48.59166667,54,2011-02-08,0.06,205.498,2.471,55.858,28.168,0,0,0.0239,0,0,0,58957.913,NA,NA,NA,NA,NA,NA,12.819,0.252,18.943,3.362,7.903,29.923,23.304
-123.505,48.59166667,54,2011-02-08,0.075,170.035,2.477,56.111,27.537,0,0,0.0221,0.0026,0,0,115109.992,NA,NA,NA,NA,NA,NA,13.187,0.99,17.885,0.291,8.429,30.154,23.411
-123.505,48.59166667,54,2011-02-08,0.085,137.201,2.783,60.365,27.672,0,0,0.0092,0.0025,0,0,50095.519,NA,NA,NA,NA,NA,NA,12.909,0.073,30.702,1.05,8.667,30.33,23.514
-123.505,48.59166667,54,2011-02-08,0.09,100.441,2.961,59.744,27.522,0,0,0.0248,0.0013,0,0,82226.537,NA,NA,NA,NA,NA,NA,14.384,0.547,9.293,0.533,8.847,30.439,23.573
-123.505,48.59166667,54,2011-02-08,0.097,44.805,3.505,70.859,24.708,0,0,0.0276,0,0,0,146160.253,NA,NA,NA,NA,NA,NA,14.304,0.15,9.026,1.607,9.096,30.773,23.797
-123.505,48.59166667,54,2011-02-08,0.1,30.918,3.626,75.009,23.417,0,0,0.046,0.0052,0,0,131134.576,NA,NA,NA,NA,NA,NA,13.89,1.589,8.177,0.064,9.18,30.846,23.841
-123.505,48.59166667,54,2011-02-08,0.11,8.291,4.247,82.283,18.863,0,0,0.0377,0.0013,0,0,109946.132,NA,NA,NA,NA,NA,NA,15.466,0.333,7.377,2.178,9.333,31.039,23.969
-123.505,48.59166667,54,2011-02-08,0.12,4.371,4.377,83.205,15.742,0,0,0.0359,0.0039,0,0,93567.288,NA,NA,NA,NA,NA,NA,13.56,1.137,6.152,0.665,9.381,31.174,24.067
-123.505,48.59166667,54,2011-02-08,0.135,3.86,4.688,79.426,8.802,0,0,1.3171,0.004,0,0,111639.775,NA,NA,NA,NA,NA,NA,10.962,0.101,14.386,1.637,9.372,31.23,24.112
-123.505,48.59166667,54,2011-02-08,0.15,3.613,5.142,89.836,0,0.0239,0.0941,0.0671,0.0117,0,0,211972.914,NA,NA,NA,NA,NA,NA,25.287,0.131,289.078,55.612,9.344,31.248,24.131
-123.505,48.59166667,54,2011-02-08,0.165,3.493,4.594,87.427,0,1.947,0.4181,0.0671,0.0117,0,0,182247.033,NA,NA,NA,NA,NA,NA,9.204,8.745,461.314,45.382,9.341,31.262,24.143
-123.505,48.59166667,54,2011-02-08,0.185,3.148,4.779,72.128,0,0,0,0.0699,0,0,0,253149.293,NA,NA,NA,NA,NA,NA,1.795,0.068,397.307,89.115,9.356,31.277,24.153
-123.505,48.59166667,54,2011-02-08,0.2,0,5.939,78.54,0,3.8088,0.1039,0.0754,0.0052,3.887,0.2322,278215.25,NA,NA,NA,NA,NA,NA,1.602,0.119,475.665,90.47,NA,NA,NA
-123.505,48.59166667,55,2011-03-08,0.01,227.534,2.33,44.985,27.363,0,0,0.0112,0.0014,0,0,63009.884,NA,NA,NA,NA,NA,NA,2.127,1.512,670.23,72.773,7.574,29.388,22.927
-123.505,48.59166667,55,2011-03-08,0.02,206.629,2.443,45.655,28.734,0,0,0,0,0,0,39555.711,NA,NA,NA,NA,NA,NA,11.657,0.014,39.887,38.787,7.915,29.559,23.016
-123.505,48.59166667,55,2011-03-08,0.04,169.115,2.441,46.638,28.423,0,0,0,0,0,0,34900.082,NA,NA,NA,NA,NA,NA,14.259,2.814,18.225,14.157,7.989,29.946,23.31
-123.505,48.59166667,55,2011-03-08,0.06,205.498,2.517,47.248,28.328,0,0,0,0,0,0,40959.779,NA,NA,NA,NA,NA,NA,14.988,2.84,19.528,17.699,7.952,30.141,23.468
-123.505,48.59166667,55,2011-03-08,0.075,170.035,2.463,48.112,27.804,0,0,0.0488,0.0029,0,0,70546.127,NA,NA,NA,NA,NA,NA,12.716,0.29,10.595,9.603,7.634,30.212,23.567
-123.505,48.59166667,55,2011-03-08,0.085,137.201,2.853,55.523,27.178,0,0,0,0,0,0,50005.081,NA,NA,NA,NA,NA,NA,12.48,0.25,14.614,12.504,8.278,30.389,23.617
-123.505,48.59166667,55,2011-03-08,0.09,100.441,2.963,56.831,26.927,0,0,0,0,0,0,95701.987,NA,NA,NA,NA,NA,NA,13.469,0.481,2.114,0.131,8.321,30.442,23.652
-123.505,48.59166667,55,2011-03-08,0.097,44.805,3.482,61.163,24.272,0,0,0,0,0,0,37017.831,NA,NA,NA,NA,NA,NA,10.401,3.716,3.984,2.608,8.767,30.67,23.766
-123.505,48.59166667,55,2011-03-08,0.1,30.918,3.733,62.742,22.718,0,0,0,0,0,0,33984.747,NA,NA,NA,NA,NA,NA,9.841,6.059,2.423,1.519,8.928,30.757,23.81
-123.505,48.59166667,55,2011-03-08,0.11,8.291,3.824,73.797,18.434,0,0,0,0,0,0,65854.706,NA,NA,NA,NA,NA,NA,10.465,5.721,2.607,0.927,9.22,30.983,23.943
-123.505,48.59166667,55,2011-03-08,0.12,4.371,4.74,76.546,9.803,0,0,0,0,0,0,49534.248,NA,NA,NA,NA,NA,NA,16.8,0.872,7.228,6.325,9.345,31.122,24.032
-123.505,48.59166667,55,2011-03-08,0.135,3.86,4.901,77.662,6.434,0,0,1.1433,0.01,0,0,163269.699,NA,NA,NA,NA,NA,NA,10.558,0.22,3.65,2.22,9.369,31.232,24.114
-123.505,48.59166667,55,2011-03-08,0.15,3.613,5.27,79.669,0,1.486,0.0277,0,0,0,0,244195.81,NA,NA,NA,NA,NA,NA,16.256,4.897,165.841,61.051,9.347,31.252,24.134
-123.505,48.59166667,55,2011-03-08,0.165,0,5.502,81.58,0,3.6498,0.0231,0,0,2.5196,0.0626,93132.7,NA,NA,NA,NA,NA,NA,1.99,0.175,237.418,172.988,9.347,31.267,24.146
-123.505,48.59166667,55,2011-03-08,0.185,0,5.585,83.003,0,2.7747,0.074,0,0,2.0209,0.0076,94269.849,NA,NA,NA,NA,NA,NA,1.619,0,179.749,0,9.352,31.281,24.156
-123.505,48.59166667,55,2011-03-08,0.2,0,5.681,85.385,0,2.7339,0.1059,0,0,2.6435,0.0514,128217.888,NA,NA,NA,NA,NA,NA,9.795,0,175.117,0,9.357,31.288,24.161
-123.505,48.59166667,56,2011-04-07,0.01,243.283,2.071,48.334,23.809,0,0,0.0212,0.0158,0,0,46178.219,NA,NA,NA,NA,NA,NA,1.368,0.126,416.024,295.557,7.629,29.194,22.768
-123.505,48.59166667,56,2011-04-07,0.02,225.058,2.211,49.651,25.962,0,0,0,0,0,0,50214.475,NA,NA,NA,NA,NA,NA,15.165,6.391,14.913,19.027,7.556,29.302,22.862
-123.505,48.59166667,56,2011-04-07,0.04,215.247,2.368,52.221,27.476,0,0,0.0498,0.007,0,0,17914.151,NA,NA,NA,NA,NA,NA,13.798,3.781,34.331,46.701,7.467,29.426,22.972
-123.505,48.59166667,56,2011-04-07,0.06,204.861,2.389,50.831,28.254,0,0,0,0,0,0,29442.796,NA,NA,NA,NA,NA,NA,13.691,5.799,13.241,17.17,7.623,29.637,23.117
-123.505,48.59166667,56,2011-04-07,0.075,176.339,2.822,54.799,28.087,0,0,0,0,0,0,22763.926,NA,NA,NA,NA,NA,NA,13.935,4.548,9.663,12.182,7.822,30.033,23.401
-123.505,48.59166667,56,2011-04-07,0.085,132.991,2.847,58.925,27.811,0,0,0.0311,0.0088,0,0,19586.262,NA,NA,NA,NA,NA,NA,14.252,3.722,11.81,15.417,8.203,30.34,23.589
-123.505,48.59166667,56,2011-04-07,0.09,121.976,2.825,55.804,27.945,0,0,0.0324,0.0176,0,0,22175.079,NA,NA,NA,NA,NA,NA,15.612,5.111,2.616,3.448,8.126,30.401,23.648
-123.505,48.59166667,56,2011-04-07,0.097,80.114,3.227,58.956,26.776,0,0,0.0299,0.0035,0,0,32922.09,NA,NA,NA,NA,NA,NA,18.547,0,0.204,0,8.355,30.558,23.739
-123.505,48.59166667,56,2011-04-07,0.1,66.268,3.51,66.967,25.179,0,0,0.0435,0.0158,0,0,42816.137,NA,NA,NA,NA,NA,NA,15.576,4.201,3.502,2.91,8.489,30.624,23.771
-123.505,48.59166667,56,2011-04-07,0.11,16.525,4.141,76.461,20.177,0,0,0.0622,0.0106,0,0,34672.246,NA,NA,NA,NA,NA,NA,7.009,9.912,1.617,2.287,9.066,30.924,23.92
-123.505,48.59166667,56,2011-04-07,0.12,0,4.789,82.904,9.4,0,0,0.0436,0.0018,0,0,40822.324,NA,NA,NA,NA,NA,NA,6.689,10.528,4.307,0.177,9.351,31.16,24.061
-123.505,48.59166667,56,2011-04-07,0.135,0,5.025,85.712,3.365,0,0,0.9677,0.0141,0,0,54552.699,NA,NA,NA,NA,NA,NA,12.542,0.071,8.225,1.101,9.367,31.228,24.112
-123.505,48.59166667,56,2011-04-07,0.15,3.091,5.039,92.987,1.196,0,0,0.4279,0.0105,0,0,58127.219,NA,NA,NA,NA,NA,NA,23.908,1.012,286.337,328.401,9.351,31.256,24.136
-123.505,48.59166667,56,2011-04-07,0.165,0,5.571,99.523,0,3.633,0.0285,0.0908,0.0052,2.6232,0.0941,77110.722,NA,NA,NA,NA,NA,NA,1.54,0.183,435.552,2.321,9.345,31.272,24.15
-123.505,48.59166667,56,2011-04-07,0.185,0,5.76,99.416,0,3.3058,0.038,0,0,3.4807,0,58293.674,NA,NA,NA,NA,NA,NA,1.936,1.01,630.134,17.012,9.353,31.283,24.158
-123.505,48.59166667,56,2011-04-07,0.2,0,5.94,102.553,0,4.5888,0.1126,0,0,4.701,0.0537,NA,NA,NA,NA,NA,NA,NA,0.926,0.113,801.174,16.886,9.356,31.289,24.162
-123.505,48.59166667,57,2011-05-18,0.01,343.329,0.524,11.445,4.333,0,0,0.2179,0.0156,0,0,19174.449,NA,NA,NA,NA,NA,NA,1.18,0.491,865.846,12.409,9.091,29.35,22.685
-123.505,48.59166667,57,2011-05-18,0.02,265.512,1.486,18.528,13.152,0.8041,0.0082,0.0563,0.0019,0,0,12156.97,NA,NA,NA,NA,NA,NA,5.239,7.408,58.527,63.146,8.631,29.485,22.858
-123.505,48.59166667,57,2011-05-18,0.04,191.56,1.935,36.081,21.093,1.5101,0.3891,0.1391,0.002,0,0,39536.391,NA,NA,NA,NA,NA,NA,11.586,0,75.889,0,7.708,29.493,22.992
-123.505,48.59166667,57,2011-05-18,0.06,168.31,2.569,51.945,28.138,0.349,0.0228,0.2538,0.0195,0,0,70682.353,NA,NA,NA,NA,NA,NA,5.832,7.819,25.804,32.706,7.784,29.681,23.13
-123.505,48.59166667,57,2011-05-18,0.075,158.128,NA,NA,NA,1.1063,8.00E-04,0.3588,0.0196,0,0,80294.994,NA,NA,NA,NA,NA,NA,47.638,0,26.439,0,8.144,30.214,23.499
-123.505,48.59166667,57,2011-05-18,0.085,147.161,2.519,46.497,23.914,0.2978,0.0397,0.2331,0.0449,0,0,103895.593,NA,NA,NA,NA,NA,NA,6.411,9.067,22.096,31.249,8.254,30.382,23.615
-123.505,48.59166667,57,2011-05-18,0.09,142.503,3.024,56.333,26.804,0,0,0.2856,0.0019,0,0,63290.988,NA,NA,NA,NA,NA,NA,25.122,16.551,44.013,1.785,8.344,30.419,23.631
-123.505,48.59166667,57,2011-05-18,0.097,89.921,3.329,59.208,26.739,0,0,0.2952,0.0078,0,0,80466.707,NA,NA,NA,NA,NA,NA,17.11,3.636,20.823,6.276,8.591,30.573,23.716
-123.505,48.59166667,57,2011-05-18,0.1,67.639,3.482,63.265,26.213,0,0,0.1613,0.0059,0,0,40233.248,NA,NA,NA,NA,NA,NA,14.888,0,16.018,0,8.635,30.609,23.738
-123.505,48.59166667,57,2011-05-18,0.11,26.215,4.183,73.402,21.741,0,0,0.1226,0.0059,0,0,20175.071,NA,NA,NA,NA,NA,NA,7.79,11.017,6.232,5.692,8.919,30.781,23.83
-123.505,48.59166667,57,2011-05-18,0.12,9.004,4.723,83.483,10.009,0,0,0.1115,0.0255,0,0,17981.633,NA,NA,NA,NA,NA,NA,29.265,19.114,5.643,2.618,9.24,31.007,23.958
-123.505,48.59166667,57,2011-05-18,0.135,3.54,4.851,88.598,0.132,0,0,0.1971,0.0098,0,0,25754.113,NA,NA,NA,NA,NA,NA,12.748,0,14.682,0,9.364,31.203,24.092
-123.505,48.59166667,57,2011-05-18,0.15,0,5.399,92.437,0,1.8017,0.0728,0.117,0.002,2.0888,0.081,43388.191,NA,NA,NA,NA,NA,NA,4.078,0,587.35,0,9.353,31.252,24.132
-123.505,48.59166667,57,2011-05-18,0.165,0,5.404,57.55,0,2.8792,0.0615,0.0894,0.0098,5.3537,0.0713,38803.262,NA,NA,NA,NA,NA,NA,2.7,0.118,570.596,5.03,9.35,31.269,24.147
-123.505,48.59166667,57,2011-05-18,0.185,0,5.71,60.436,0,3.7567,0.0643,0.077,0.0039,7.3092,0.1261,29780.567,NA,NA,NA,NA,NA,NA,2.068,0.274,839.447,22.611,9.353,31.282,24.157
-123.505,48.59166667,57,2011-05-18,0.2,0,5.55,63.388,0,5.1187,0.0108,0.0825,0.004,8.7504,0.0242,16860.51,NA,NA,NA,NA,NA,NA,1.329,0,998.386,0,9.355,31.288,24.161
-123.505,48.59166667,58,2011-06-15,0.01,256.569,1.16,17.273,7.77,1.6069,0.1157,0.2032,0.018,0,0,7758.175,NA,NA,NA,NA,NA,NA,1.68,0,914.403,0,10.378,28.748,22.015
-123.505,48.59166667,58,2011-06-15,0.02,223.013,1.373,16.436,9.732,1.8514,0.2092,0.2794,0.0045,0,0,10441.829,NA,NA,NA,NA,NA,NA,11.608,0.878,63.858,23.626,9.375,29.14,22.478
-123.505,48.59166667,58,2011-06-15,0.04,183.229,2.376,31.56,19.731,4.233,0.7766,0.2619,0.0023,0,0,13065.483,NA,NA,NA,NA,NA,NA,12.023,0.079,64.304,7.026,8.214,29.477,22.911
-123.505,48.59166667,58,2011-06-15,0.06,164.976,2.256,40.167,23.704,0.7907,0.0013,0.808,0.0472,0,0,9983.942,NA,NA,NA,NA,NA,NA,13.023,2.458,54.828,12.621,8.493,29.991,23.274
-123.505,48.59166667,58,2011-06-15,0.075,100.504,2.862,52.125,28.625,0.8598,0.3889,0.0127,0.0314,0,0,13439.035,NA,NA,NA,NA,NA,NA,13.842,2.935,49.362,26.5,8.3,30.385,23.61
-123.505,48.59166667,58,2011-06-15,0.085,97.937,3.164,55.865,27.113,0,0,0.081,0.0112,0,0,14680.246,NA,NA,NA,NA,NA,NA,16.945,5.847,13.278,1.499,8.459,30.554,23.72
-123.505,48.59166667,58,2011-06-15,0.09,105.555,3.053,54.615,26.351,0.9391,0.0383,0.0571,0,0,0,9839.115,NA,NA,NA,NA,NA,NA,13.747,0,9.178,0,8.464,30.6,23.756
-123.505,48.59166667,58,2011-06-15,0.097,86.3,2.937,53.285,26.08,0,0,0,0,0,0,8056.147,NA,NA,NA,NA,NA,NA,13.583,0.997,14.299,0.461,8.509,30.647,23.786
-123.505,48.59166667,58,2011-06-15,0.1,78.013,3.145,58.074,25.808,0,0,0,0,0,0,1788.002,NA,NA,NA,NA,NA,NA,9.701,7.793,11.627,9.738,8.567,30.688,23.81
-123.505,48.59166667,58,2011-06-15,0.11,29.901,3.612,63.941,23.142,0.558,0.0463,0,0,0,0,3466.839,NA,NA,NA,NA,NA,NA,14.506,1.273,13.976,2.786,8.862,30.878,23.915
-123.505,48.59166667,58,2011-06-15,0.12,7.313,4.524,80.948,11.614,0.5656,0.3683,0,0,0,0,7663.221,NA,NA,NA,NA,NA,NA,14.892,0.923,9.672,0.31,9.17,31.081,24.027
-123.505,48.59166667,58,2011-06-15,0.135,2.793,5.223,86.628,0,0.0883,0.0452,0,0,0,0,6420.62,NA,NA,NA,NA,NA,NA,15.019,0.241,5.701,1.564,9.356,31.214,24.102
-123.505,48.59166667,58,2011-06-15,0.15,0,5.604,95.684,0,3.4508,0.0173,0,0,5.592,0.1172,10750.908,NA,NA,NA,NA,NA,NA,3.049,0.598,493.183,21.96,9.347,31.245,24.128
-123.505,48.59166667,58,2011-06-15,0.165,2.609,2.778,53.28,25.38,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.48,0.069,669.578,46.217,9.352,31.264,24.143
-123.505,48.59166667,58,2011-06-15,0.185,0,5.914,61.724,0,5.3176,0.2461,0,0,8.6316,0.2131,8968.57,NA,NA,NA,NA,NA,NA,14.368,0.15,32.537,10.728,9.352,31.275,24.151
-123.505,48.59166667,58,2011-06-15,0.2,0,6.082,60.556,0,6.7917,0.0253,0.1842,0.0135,14.7421,0.1461,13016.435,NA,NA,NA,NA,NA,NA,1.736,1.217,946.191,53.449,9.355,31.282,24.157
-123.505,48.59166667,59,2011-07-06,0.01,239.892,0.765,29.297,5.295,0.1108,0.0343,0.3669,0.0661,0,0,27900.31,NA,NA,NA,NA,NA,NA,2.279,0.152,1023.574,70.09,NA,NA,NA
-123.505,48.59166667,59,2011-07-06,0.02,215.914,1.237,28.277,8.448,1.0623,0.006,0.1192,0.0132,0,0,9028.614,NA,NA,NA,NA,NA,NA,10.994,0,55.843,0,NA,NA,NA
-123.505,48.59166667,59,2011-07-06,0.04,176.517,2.107,23.974,16.08,2.9388,0.1942,1.0433,0.0347,0,0,7062.397,NA,NA,NA,NA,NA,NA,11.182,0,49.669,0,NA,NA,NA
-123.505,48.59166667,59,2011-07-06,0.06,116.088,2.724,50.682,28.946,0.1969,0.0633,0.3505,0.0165,0,0,7534.052,NA,NA,NA,NA,NA,NA,12.062,0,54.372,0,NA,NA,NA
-123.505,48.59166667,59,2011-07-06,0.075,61.773,3.406,65.113,27.212,0,0,0.1741,0.0347,0,0,8601.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,59,2011-07-06,0.085,53.734,3.339,65.938,24.255,0,0,0,0,0,0,13200.925,NA,NA,NA,NA,NA,NA,15.056,0,10.867,0,NA,NA,NA
-123.505,48.59166667,59,2011-07-06,0.09,72.674,3.625,70.202,23.299,1.3783,0.3869,0.1916,0.0132,0,0,12650.928,NA,NA,NA,NA,NA,NA,15.045,0,40.547,0,NA,NA,NA
-123.505,48.59166667,59,2011-07-06,0.097,60.441,3.955,74.98,20.045,0,0,0.1869,0.0165,0,0,16247.889,NA,NA,NA,NA,NA,NA,15.266,0,20.504,0,NA,NA,NA
-123.505,48.59166667,59,2011-07-06,0.1,52.546,3.802,72.644,19.519,0,0,0.1939,0.0099,0,0,19190.038,NA,NA,NA,NA,NA,NA,14.727,0,29.61,0,NA,NA,NA
